Doc_Num,Perm_Type,Recv_Date,Prop_Depth,Latitude,Longitude,UTM_X,UTM_Y
400885481,DR,10/14/2015,20477,40.414120,-104.798670,517081,4473742
400885483,DR,10/14/2015,20607,40.413980,-104.798660,517082,4473726
400889914,DR,12/4/2015,18083,40.011917,-104.802528,516853,4429099
400890340,DR,12/7/2015,12960,40.012192,-104.801992,516899,4429129
400890931,DR,12/7/2015,12749,40.012192,-104.802047,516894,4429129
400890949,DR,12/7/2015,12607,40.012189,-104.802100,516890,4429129
400890985,DR,12/7/2015,12538,40.012192,-104.802206,516881,4429129
400891250,DR,12/7/2015,12830,40.012189,-104.802153,516885,4429129
400899434,DR,12/21/2015,16046,40.757440,-103.956230,588104,4512355
400900064,DR,12/21/2015,16153,40.757440,-103.956090,588116,4512355
400900277,DR,12/10/2015,16052,40.759220,-103.944130,589123,4512565
400900278,DR,12/10/2015,16013,40.759220,-103.944260,589112,4512565
400900279,DR,12/10/2015,15883,40.759220,-103.944400,589101,4512565
400900280,DR,12/10/2015,10285,40.759240,-103.939340,589528,4512572
400900281,DR,12/10/2015,10320,40.759240,-103.939480,589516,4512572
400900282,DR,12/10/2015,10261,40.759240,-103.939620,589504,4512572
400900283,DR,12/10/2015,15916,40.759240,-103.939070,589550,4512572
400900284,DR,12/10/2015,15947,40.759240,-103.939210,589539,4512572
400900629,DR,12/21/2015,15962,40.759150,-103.951250,588523,4512550
400900746,DR,12/21/2015,16004,40.759150,-103.951390,588511,4512550
400906196,DR,12/8/2015,17617,40.059062,-104.880674,510177,4434319
400906198,DR,12/8/2015,17747,40.059061,-104.880620,510181,4434319
400906200,DR,12/8/2015,17584,40.059061,-104.880513,510191,4434319
400906201,DR,12/8/2015,17676,40.059061,-104.880459,510195,4434319
400907168,DR,10/8/2015,16086,40.292283,-104.356469,554697,4460397
400907171,DR,10/8/2015,16267,40.292325,-104.356469,554697,4460402
400907172,DR,12/16/2015,16138,40.292203,-104.356472,554697,4460388
400907174,DR,10/8/2015,16173,40.292244,-104.356472,554697,4460393
400907177,DR,10/8/2015,16162,40.295697,-104.356425,554698,4460776
400907178,DR,10/8/2015,16029,40.295739,-104.356425,554698,4460781
400907182,DR,10/8/2015,16064,40.295778,-104.356425,554698,4460785
400907183,DR,10/8/2015,15980,40.295819,-104.356422,554698,4460790
400907186,DR,10/8/2015,16165,40.295861,-104.356422,554698,4460794
400907188,DR,10/8/2015,16065,40.295903,-104.356422,554698,4460799
400907315,DR,10/8/2015,15893,40.299519,-104.356375,554699,4461200
400907316,DR,10/8/2015,15978,40.299603,-104.356372,554699,4461210
400907317,DR,10/8/2015,16075,40.299561,-104.356372,554699,4461205
400907318,DR,10/8/2015,15942,40.299437,-104.356375,554699,4461191
400907320,DR,10/8/2015,15978,40.299481,-104.356375,554699,4461196
400908882,DR,12/16/2015,15863,40.302331,-104.356336,554700,4461513
400908886,DR,12/16/2015,15963,40.302497,-104.356336,554700,4461531
400908890,DR,12/16/2015,16045,40.302372,-104.356336,554700,4461517
400908892,DR,10/8/2015,11127,40.302414,-104.356336,554700,4461522
400908893,DR,12/16/2015,11306,40.302456,-104.356336,554700,4461526
400915796,DR,1/20/2016,16366,40.378420,-104.351610,555040,4469961
400915949,DR,12/7/2015,12454,40.012189,-104.802367,516867,4429129
400915952,DR,12/7/2015,12683,40.012189,-104.802314,516871,4429129
400915955,DR,12/7/2015,12457,40.012189,-104.802261,516876,4429129
400916299,DR,10/14/2015,16223,40.263714,-104.337558,556328,4457238
400916303,DR,10/14/2015,16158,40.263794,-104.337561,556328,4457247
400916341,DR,10/14/2015,16251,40.273303,-104.337469,556328,4458302
400916343,DR,10/14/2015,16085,40.273306,-104.337361,556337,4458303
400916344,DR,10/14/2015,16164,40.273306,-104.337253,556346,4458303
400916345,DR,10/14/2015,16110,40.273308,-104.337147,556355,4458303
400920946,DR,11/5/2015,11845,40.089354,-105.024714,497893,4437675
400920947,DR,11/5/2015,11858,40.089354,-105.024678,497896,4437675
400920948,DR,11/5/2015,11878,40.089354,-105.024642,497899,4437675
400920949,DR,11/5/2015,11908,40.089354,-105.024606,497902,4437675
400920950,DR,11/5/2015,12024,40.089353,-105.024571,497905,4437675
400920951,DR,11/5/2015,11939,40.089353,-105.024535,497908,4437675
400920952,DR,11/5/2015,11835,40.089353,-105.024499,497912,4437675
400921772,DR,1/14/2016,16903,40.481040,-104.506390,541837,4481267
400921775,DR,1/14/2016,16725,40.481140,-104.506390,541837,4481278
400921776,DR,1/14/2016,16815,40.481250,-104.506390,541837,4481290
400921777,DR,1/14/2016,16748,40.481350,-104.506390,541837,4481302
400921780,DR,1/14/2016,16906,40.481450,-104.506390,541837,4481313
400921782,DR,1/14/2016,16819,40.480940,-104.506390,541837,4481256
400921784,DR,1/14/2016,16828,40.485460,-104.506390,541835,4481758
400921785,DR,1/14/2016,16748,40.485570,-104.506390,541835,4481770
400921786,DR,1/14/2016,16862,40.485670,-104.506390,541834,4481781
400921789,DR,1/14/2016,16761,40.485770,-104.506390,541834,4481792
400921790,DR,1/14/2016,16835,40.485870,-104.506390,541834,4481803
400922745,DR,12/28/2015,16812,40.131977,-104.604795,533670,4442480
400922747,DR,12/28/2015,14006,40.131977,-104.604688,533679,4442480
400922748,DR,12/28/2015,13868,40.131977,-104.604903,533660,4442480
400922749,DR,12/28/2015,16944,40.131976,-104.604581,533688,4442480
400922750,DR,12/28/2015,13837,40.131976,-104.604473,533697,4442480
400922751,DR,12/28/2015,16778,40.131978,-104.605010,533651,4442480
400922868,DR,11/16/2015,12502,39.944030,-104.845940,513161,4421556
400922976,DR,10/28/2015,15881,40.859786,-103.777353,603045,4523911
400923265,DR,11/13/2015,12565,39.944030,-104.845830,513171,4421557
400923318,DR,10/28/2015,15764,40.859786,-103.777244,603054,4523912
400923321,DR,10/28/2015,15649,40.859789,-103.777136,603064,4523912
400923326,DR,10/28/2015,16007,40.859786,-103.777028,603073,4523912
400923328,DR,10/28/2015,16174,40.859925,-103.777353,603045,4523927
400923330,DR,10/28/2015,16170,40.859925,-103.777244,603054,4523927
400923331,DR,10/28/2015,16101,40.859925,-103.777136,603063,4523927
400923334,DR,10/28/2015,16140,40.859925,-103.777028,603072,4523927
400923560,DR,11/16/2015,12258,39.944030,-104.845890,513166,4421556
400923568,DR,11/12/2015,12371,39.944030,-104.845780,513175,4421557
400923578,DR,1/20/2016,11114,40.352370,-104.390510,551758,4467046
400923579,DR,1/20/2016,11097,40.352310,-104.390510,551758,4467040
400923580,DR,1/20/2016,11180,40.352260,-104.390510,551758,4467034
400923581,DR,1/20/2016,11064,40.352200,-104.390510,551758,4467027
400923582,DR,1/20/2016,11231,40.352150,-104.390510,551758,4467022
400923585,DR,1/12/2016,11336,40.379180,-104.321100,557629,4470065
400923586,DR,1/13/2016,11035,40.379070,-104.321080,557631,4470053
400923587,DR,1/12/2016,16527,40.379120,-104.321090,557630,4470058
400923588,DR,1/20/2016,15868,40.378420,-104.351470,555052,4469961
400923590,DR,11/5/2015,16437,40.378960,-104.331660,556733,4470034
400923591,DR,11/5/2015,16304,40.379010,-104.331660,556733,4470039
400923592,DR,1/20/2016,16061,40.378420,-104.351400,555058,4469961
400923594,DR,1/20/2016,11005,40.378420,-104.351320,555064,4469961
400927737,DR,12/15/2015,6765,39.438859,-108.046855,237781,4369910
400927739,DR,12/14/2015,6621,39.438861,-108.046784,237787,4369910
400927740,DR,12/14/2015,6505,39.438862,-108.046713,237793,4369910
400927743,DR,12/14/2015,6417,39.438864,-108.046642,237799,4369910
400927744,DR,12/15/2015,6362,39.438865,-108.046572,237805,4369910
400927746,DR,12/15/2015,6849,39.438809,-108.046304,237828,4369903
400927747,DR,12/15/2015,6345,39.438808,-108.046375,237822,4369903
400927748,DR,12/15/2015,6366,39.438806,-108.046446,237816,4369903
400927749,DR,12/15/2015,6435,39.438805,-108.046516,237810,4369903
400927751,DR,12/15/2015,6549,39.438803,-108.046587,237804,4369903
400927752,DR,12/15/2015,6611,39.438802,-108.046658,237798,4369904
400927753,DR,12/15/2015,6751,39.438800,-108.046729,237792,4369904
400927755,DR,12/15/2015,7086,39.438860,-108.046819,237784,4369910
400927756,DR,12/15/2015,6912,39.438861,-108.046749,237790,4369910
400927757,DR,12/15/2015,6829,39.438863,-108.046678,237796,4369910
400927758,DR,12/15/2015,6750,39.438864,-108.046607,237802,4369910
400927759,DR,12/15/2015,6655,39.438866,-108.046536,237808,4369910
400927760,DR,12/15/2015,6602,39.438808,-108.046340,237825,4369903
400927762,DR,12/15/2015,6624,39.438807,-108.046410,237819,4369903
400927763,DR,12/15/2015,6670,39.438805,-108.046481,237813,4369903
400927764,DR,12/15/2015,6725,39.438804,-108.046552,237807,4369903
400927765,DR,12/15/2015,6818,39.438802,-108.046623,237801,4369903
400927766,DR,12/15/2015,6953,39.438801,-108.046693,237795,4369904
400928128,RC,11/2/2015,5988,37.484120,-108.932590,152253,4155848
400928384,DR,12/7/2015,6989,39.441572,-108.040739,238318,4370194
400928385,DR,12/7/2015,6893,39.441605,-108.040683,238323,4370197
400928396,DR,12/7/2015,6809,39.441547,-108.040649,238325,4370191
400928398,DR,12/7/2015,6767,39.441514,-108.040706,238320,4370187
400928402,DR,12/7/2015,6741,39.441498,-108.040734,238318,4370186
400928403,DR,12/8/2015,6751,39.441482,-108.040763,238315,4370184
400928404,DR,12/8/2015,6794,39.441465,-108.040791,238313,4370182
400928405,DR,12/8/2015,6874,39.441449,-108.040820,238310,4370180
400928406,DR,12/8/2015,6986,39.441432,-108.040848,238308,4370179
400928407,DR,12/8/2015,7591,39.441490,-108.040881,238305,4370185
400928408,DR,12/8/2015,7401,39.441507,-108.040853,238308,4370187
400928409,DR,12/8/2015,7239,39.441523,-108.040825,238310,4370189
400928410,DR,12/8/2015,7119,39.441539,-108.040796,238313,4370190
400928411,DR,12/8/2015,7440,39.441589,-108.040711,238320,4370196
400928412,DR,12/8/2015,7331,39.441564,-108.040621,238328,4370193
400928413,DR,12/8/2015,7296,39.441531,-108.040678,238323,4370189
400928414,DR,12/8/2015,7564,39.441556,-108.040768,238315,4370192
400931245,DR,11/13/2015,11909,40.312394,-104.374604,553140,4462618
400931249,DR,11/13/2015,12200,40.312353,-104.374594,553141,4462614
400931251,DR,11/13/2015,12143,40.312313,-104.374585,553141,4462609
400931257,DR,11/13/2015,12203,40.312272,-104.374575,553142,4462605
400931260,DR,11/13/2015,12475,40.312232,-104.374566,553143,4462601
400931266,DR,11/13/2015,12432,40.312191,-104.374556,553144,4462596
400931269,DR,11/13/2015,12563,40.312151,-104.374546,553145,4462592
400931270,DR,11/13/2015,12791,40.312110,-104.374537,553146,4462587
400931272,DR,11/13/2015,12960,40.312070,-104.374527,553147,4462583
400931274,DR,11/13/2015,12803,40.312029,-104.374518,553147,4462578
400932350,DR,11/11/2015,12376,39.917288,-104.732457,522865,4418611
400932481,DR,11/11/2015,12495,39.917206,-104.732458,522865,4418602
400932827,DR,11/11/2015,12364,39.917247,-104.732458,522865,4418607
400934042,DR,11/11/2015,12240,39.917164,-104.732458,522865,4418598
400934049,DR,11/11/2015,12271,39.917123,-104.732458,522865,4418593
400934073,DR,11/11/2015,12190,39.917082,-104.732458,522865,4418588
400934081,DR,11/11/2015,12415,39.917000,-104.732458,522865,4418579
400934086,DR,11/17/2015,16279,40.379094,-104.318153,557879,4470057
400934093,DR,11/17/2015,16311,40.379094,-104.318100,557884,4470057
400934094,DR,11/11/2015,12246,39.917041,-104.732458,522865,4418584
400934095,DR,11/11/2015,12189,39.916959,-104.732459,522865,4418575
400934096,DR,11/11/2015,12268,39.916917,-104.732459,522865,4418570
400938451,DR,1/13/2016,17260,40.451630,-104.475820,544448,4478018
400938453,DR,1/13/2016,17323,40.451730,-104.475820,544448,4478029
400938455,DR,1/13/2016,17366,40.451420,-104.475810,544449,4477994
400938457,DR,1/13/2016,17199,40.451520,-104.475820,544448,4478005
400938458,DR,1/13/2016,17435,40.456320,-104.476220,544411,4478538
400938460,DR,1/13/2016,17199,40.456390,-104.476330,544401,4478546
400938461,DR,1/13/2016,17306,40.456450,-104.476440,544392,4478552
400938462,DR,1/13/2016,17287,40.456510,-104.476550,544383,4478559
400938465,DR,1/13/2016,16580,40.458450,-104.478610,544207,4478773
400938467,DR,1/13/2016,16314,40.458560,-104.478610,544207,4478785
400938468,DR,1/13/2016,16643,40.458660,-104.478610,544207,4478797
400938470,DR,1/13/2016,16530,40.462300,-104.478760,544191,4479201
400938471,DR,1/13/2016,16584,40.462400,-104.478760,544191,4479212
400938472,DR,1/13/2016,16630,40.462500,-104.478760,544191,4479223
400938473,DR,1/13/2016,16585,40.462610,-104.478760,544191,4479235
400942822,DR,12/6/2015,13675,40.371173,-104.524790,540343,4469063
400942825,DR,12/6/2015,13720,40.371146,-104.524749,540347,4469061
400942828,DR,12/6/2015,13649,40.371068,-104.524624,540358,4469052
400942831,DR,12/6/2015,13640,40.371120,-104.524707,540350,4469058
400942856,DR,12/6/2015,13708,40.371094,-104.524666,540354,4469055
400942865,DR,12/6/2015,13629,40.376287,-104.525404,540288,4469631
400942867,DR,12/6/2015,13677,40.376253,-104.525435,540286,4469627
400942870,DR,12/6/2015,13630,40.376219,-104.525466,540283,4469623
400942871,DR,12/6/2015,13729,40.376186,-104.525497,540280,4469620
400942872,DR,12/6/2015,13855,40.376152,-104.525528,540278,4469616
400946530,DR,1/25/2016,7431,39.441881,-108.138614,229894,4370517
400946545,DR,1/25/2016,7561,39.441842,-108.138636,229892,4370513
400946578,DR,1/25/2016,7718,39.441908,-108.138636,229892,4370520
400946633,DR,1/25/2016,7672,39.441892,-108.138647,229891,4370518
400946643,DR,1/25/2016,7207,39.441967,-108.138603,229895,4370527
400946650,DR,1/25/2016,7158,39.441928,-108.138625,229893,4370522
400946669,DR,1/25/2016,7239,39.441872,-108.138658,229890,4370516
400946677,DR,1/25/2016,7231,39.441853,-108.138669,229889,4370514
400946683,DR,1/25/2016,7139,39.441833,-108.138678,229888,4370512
400946689,DR,1/25/2016,7268,39.441797,-108.138700,229886,4370508
400947659,DR,12/4/2015,16029,40.391008,-104.222592,565980,4471447
400947660,DR,12/4/2015,16125,40.390967,-104.222592,565980,4471442
400947801,DR,12/4/2015,16075,40.387556,-104.222669,565976,4471064
400947802,DR,12/4/2015,16113,40.387517,-104.222672,565976,4471059
400947803,DR,12/4/2015,16034,40.387475,-104.222669,565977,4471055
400947805,DR,12/4/2015,16147,40.387433,-104.222669,565977,4471050
400950248,DR,12/10/2015,3288,37.173436,-107.672309,262746,4117457
400950253,DR,12/10/2015,3498,37.173436,-107.672240,262752,4117457
400950856,DR,12/30/2015,13662,40.810703,-103.801450,601089,4518435
400950859,DR,12/30/2015,13720,40.810703,-103.801231,601107,4518435
400950860,DR,12/30/2015,13651,40.810703,-103.801014,601126,4518435
400950863,DR,12/30/2015,13732,40.810703,-103.800797,601144,4518435
400950865,DR,12/30/2015,13851,40.810703,-103.801339,601098,4518435
400950867,DR,12/30/2015,13926,40.810703,-103.801122,601116,4518435
400950870,DR,12/30/2015,13849,40.810703,-103.800906,601135,4518435
400950874,DR,12/30/2015,13651,40.810567,-103.801017,601126,4518420
400950877,DR,12/30/2015,13743,40.810567,-103.800800,601144,4518420
400950880,DR,12/30/2015,13926,40.810567,-103.801125,601116,4518420
400950884,DR,12/30/2015,13856,40.810567,-103.800908,601135,4518420
400950886,DR,12/30/2015,13949,40.810567,-103.800583,601162,4518421
400953039,DR,1/21/2016,9982,39.392170,-107.952829,245705,4364458
400953048,DR,1/21/2016,9937,39.392162,-107.952231,245756,4364456
400953068,DR,1/21/2016,9887,39.392108,-107.953032,245687,4364452
400953094,DR,1/21/2016,10058,39.392139,-107.952933,245696,4364455
400953110,DR,1/21/2016,10114,39.392146,-107.952908,245698,4364456
400953123,DR,1/21/2016,9947,39.392086,-107.953106,245681,4364450
400953135,DR,1/21/2016,10222,39.392154,-107.952883,245700,4364457
400957146,DR,12/23/2015,13710,40.388090,-104.474030,544642,4470966
400957169,DR,12/23/2015,13684,40.388130,-104.473820,544659,4470970
400957186,DR,12/23/2015,13726,40.388110,-104.473920,544651,4470968
400958110,DR,1/4/2016,12281,40.584247,-106.405131,381085,4493555
400958252,DR,1/4/2016,11853,40.584656,-106.404589,381132,4493600
400958361,DR,1/4/2016,11971,40.584656,-106.404517,381138,4493599
400958405,DR,1/4/2016,12433,40.584656,-106.404444,381144,4493599
400958467,DR,12/23/2015,11820,40.584269,-106.415828,380180,4493572
400961965,DR,1/6/2016,13685,40.810664,-103.792017,601884,4518441
400961966,DR,1/6/2016,13734,40.810664,-103.791800,601903,4518442
400961967,DR,1/6/2016,13669,40.810664,-103.791583,601921,4518442
400961969,DR,1/6/2016,13754,40.810664,-103.791367,601939,4518442
400961972,DR,1/7/2016,13866,40.810664,-103.791908,601894,4518441
400961974,DR,1/7/2016,13946,40.810664,-103.791692,601912,4518442
400961978,DR,1/7/2016,13869,40.810664,-103.791475,601930,4518442
400961979,DR,1/7/2016,13618,40.810528,-103.792017,601885,4518426
400961981,DR,1/7/2016,13683,40.810528,-103.791800,601903,4518426
400961982,DR,1/7/2016,13629,40.810528,-103.791583,601921,4518427
400961985,DR,1/8/2016,13724,40.810528,-103.791367,601940,4518427
400961987,DR,1/8/2016,13986,40.810528,-103.792342,601857,4518426
400961989,DR,1/8/2016,13854,40.810528,-103.792233,601866,4518426
400961990,DR,1/8/2016,13811,40.810528,-103.791908,601894,4518426
400961992,DR,1/8/2016,13903,40.810528,-103.791692,601912,4518427
400961993,DR,1/8/2016,13836,40.810528,-103.791475,601930,4518427
400962681,DE,12/31/2015,2750,37.100878,-107.881304,243942,4109949
400962823,DR,1/20/2016,11277,40.378420,-104.351540,555046,4469961
400966138,DE,1/7/2016,3001,37.172032,-107.627195,266748,4117189
400966145,DR,1/13/2016,12428,40.349410,-104.543300,538784,4466640
400966221,DR,1/13/2016,12278,40.349430,-104.543340,538781,4466642
400966265,DR,1/13/2016,12341,40.349460,-104.543380,538778,4466645
400966296,DR,1/13/2016,12477,40.349520,-104.543470,538770,4466652
400966381,DR,1/13/2016,12386,40.349490,-104.543420,538774,4466648
400966578,DE,1/11/2016,2880,37.166548,-107.736128,257057,4116854
400973625,DR,1/26/2016,9282,37.101778,-107.556178,272844,4109221
400974010,DR,1/20/2016,3202,37.101895,-107.556181,272844,4109234
400977268,DR,1/26/2016,3202,37.101778,-107.556178,272844,4109221
400977784,DR,1/26/2016,9096,37.101778,-107.556178,272844,4109221
400719242,DR,11/5/2014,12602,39.981065,-104.951125,504173,4425657
400719509,DR,11/5/2014,12517,39.981064,-104.951054,504179,4425657
400719920,DR,11/5/2014,12724,39.981063,-104.950982,504185,4425657
400720021,DR,11/5/2014,12484,39.981062,-104.950911,504191,4425656
400765438,DR,3/26/2015,14287,40.319294,-104.906889,507911,4463201
